Возраст,Пол,Квалификация,Стаж,Семейное положение,Иждивенцы,Срок проживания,Иностранное гражданство,Телефон,Банковский счет,Сберегательный счет,Собственность,Плата за жилье,Кредитный рейтинг,Число кредитов,Другие кредиты,Сумма,Срок,Процентная ставка платежа,Поручители,Цель,Класс
178,31.0,1,3,3.0,никогда не состоял(а),2,2,1,1,0,1,автомобиль,аренда,2,2,нет,1963,12,4,нет,радио/телевидение,1
179,65.0,1,2,4.0,никогда не состоял(а),1,4,1,0,-1,1,недвижимость,собственность,0,2,нет,571,21,4,нет,автомобиль (новый),1
180,28.0,1,2,1.0,живет раздельно/разведен,1,1,1,0,0,1,автомобиль,собственность,1,2,нет,9572,36,1,нет,бизнес,0
181,30.0,1,3,2.0,живет раздельно/разведен,1,2,1,1,1,1,недвижимость,собственность,1,2,магазин,4455,36,2,нет,бизнес,0
182,40.0,1,1,2.0,никогда не состоял(а),2,2,1,0,-1,0,страхование жизни/сберегательный договор,собственность,3,2,нет,1647,21,4,нет,автомобиль (новый),0
183,50.0,1,2,2.0,никогда не состоял(а),1,4,1,1,0,4,недвижимость,собственность,0,1,нет,3777,24,4,нет,мебель/оборудование,1
184,36.0,1,2,4.0,никогда не состоял(а),2,4,1,1,1,1,автомобиль,собственность,0,1,банк,884,18,4,нет,автомобиль (новый),0
185,31.0,1,2,2.0,никогда не состоял(а),1,2,1,0,0,1,страхование жизни/сберегательный договор,собственность,0,2,нет,1360,15,4,нет,радио/телевидение,1
186,74.0,0,3,4.0,замужем/живет раздельно/разведена,2,4,1,1,1,1,неизвестно/нет собственности,бесплатно,3,1,банк,5129,9,2,нет,,0
187,68.0,1,0,0.0,никогда не состоял(а),1,3,1,1,1,1,автомобиль,бесплатно,0,3,нет,1175,16,2,нет,автомобиль (новый),1
188,20.0,1,2,3.0,женат/овдовел,1,1,1,0,-1,2,страхование жизни/сберегательный договор,собственность,2,1,нет,674,12,4,нет,радио/телевидение,0
189,33.0,0,2,2.0,замужем/живет раздельно/разведена,1,4,1,1,1,1,автомобиль,собственность,4,2,банк,3244,18,1,нет,мебель/оборудование,1
190,54.0,1,3,2.0,никогда не состоял(а),1,3,1,1,0,4,страхование жизни/сберегательный договор,собственность,2,3,нет,4591,24,2,нет,бизнес,0
191,34.0,1,1,3.0,никогда не состоял(а),2,4,1,0,1,2,неизвестно/нет собственности,бесплатно,4,1,нет,3844,48,4,нет,бизнес,0
192,36.0,1,2,2.0,никогда не состоял(а),2,2,1,1,1,1,автомобиль,собственность,2,1,нет,3915,27,4,нет,бизнес,0
193,29.0,1,2,3.0,женат/овдовел,1,2,1,0,0,1,недвижимость,аренда,2,1,нет,2108,6,2,нет,радио/телевидение,1
194,,1,2,2.0,никогда не состоял(а),1,4,1,0,1,2,страхование жизни/сберегательный договор,аренда,2,1,нет,3031,45,4,поручитель,радио/телевидение,0
195,34.0,0,3,4.0,замужем/живет раздельно/разведена,1,3,1,1,1,1,автомобиль,собственность,0,2,нет,1501,9,2,нет,,0
196,28.0,0,2,2.0,замужем/живет раздельно/разведена,1,1,1,1,0,1,автомобиль,собственность,0,2,нет,1382,6,1,нет,радио/телевидение,1
197,27.0,0,2,1.0,замужем/живет раздельно/разведена,1,4,1,0,1,2,автомобиль,аренда,2,4,банк,951,12,4,нет,мебель/оборудование,0
198,,1,2,4.0,никогда не состоял(а),1,4,1,1,1,0,неизвестно/нет собственности,бесплатно,2,1,банк,2760,24,4,нет,автомобиль (б/у),1
199,40.0,1,3,4.0,живет раздельно/разведен,1,3,1,1,1,1,неизвестно/нет собственности,собственность,1,1,нет,4297,18,4,нет,мебель/оборудование,0
200,52.0,1,2,4.0,никогда не состоял(а),1,2,1,1,0,3,автомобиль,собственность,0,2,нет,936,9,4,нет,образование,1
201,27.0,1,1,2.0,женат/овдовел,1,3,1,0,-1,1,недвижимость,собственность,2,1,нет,1168,12,4,нет,автомобиль (новый),1
202,26.0,1,2,3.0,никогда не состоял(а),1,4,1,0,0,1,автомобиль,собственность,1,2,нет,5117,27,3,нет,бизнес,1
203,21.0,1,2,3.0,женат/овдовел,1,4,1,0,-1,1,страхование жизни/сберегательный договор,аренда,2,1,нет,902,12,4,нет,переподготовка,0
204,38.0,1,1,4.0,никогда не состоял(а),2,1,1,0,0,1,недвижимость,собственность,0,2,нет,1495,12,4,нет,автомобиль (новый),1
205,38.0,1,3,4.0,никогда не состоял(а),2,4,1,1,-1,1,неизвестно/нет собственности,бесплатно,0,3,нет,10623,30,3,нет,автомобиль (б/у),1
206,43.0,1,2,4.0,никогда не состоял(а),1,4,1,1,0,1,недвижимость,собственность,0,3,нет,1935,12,4,нет,мебель/оборудование,1
207,26.0,1,2,3.0,никогда не состоял(а),1,3,1,0,1,1,страхование жизни/сберегательный договор,собственность,0,1,нет,1424,12,4,нет,бытовая техника,1
208,21.0,1,1,2.0,женат/овдовел,1,2,1,0,-1,1,автомобиль,собственность,2,1,магазин,6568,24,2,нет,бизнес,1
209,55.0,1,2,3.0,никогда не состоял(а),1,2,0,0,0,4,страхование жизни/сберегательный договор,собственность,2,1,нет,1413,12,3,нет,автомобиль (б/у),1
210,33.0,1,2,2.0,никогда не состоял(а),2,2,1,0,0,0,недвижимость,собственность,0,2,нет,3074,9,1,нет,радио/телевидение,1
211,45.0,0,1,,замужем/живет раздельно/разведена,1,4,1,1,0,0,недвижимость,собственность,2,1,нет,3835,36,2,нет,радио/телевидение,1
212,50.0,1,2,0.0,никогда не состоял(а),1,4,1,1,-1,1,страхование жизни/сберегательный договор,собственность,4,2,магазин,5293,27,2,нет,бизнес,0
213,66.0,1,3,4.0,никогда не состоял(а),1,4,1,1,2,1,недвижимость,собственность,1,1,нет,1908,30,4,нет,бизнес,0
214,51.0,1,2,4.0,никогда не состоял(а),1,2,1,1,0,0,автомобиль,собственность,0,1,нет,3342,36,4,нет,радио/телевидение,1
215,39.0,0,1,3.0,замужем/живет раздельно/разведена,1,3,1,0,1,0,страхование жизни/сберегательный договор,собственность,0,2,нет,932,6,1,нет,переподготовка,1
216,31.0,1,2,3.0,никогда не состоял(а),1,1,1,1,-1,1,страхование жизни/сберегательный договор,собственность,4,1,банк,3104,18,3,нет,бизнес,1
217,23.0,1,2,2.0,никогда не состоял(а),1,2,1,1,2,1,недвижимость,собственность,2,1,нет,3913,36,2,нет,радио/телевидение,1
218,24.0,1,1,,живет раздельно/разведен,1,2,1,0,-1,1,недвижимость,аренда,2,1,нет,3021,24,2,нет,мебель/оборудование,1
219,64.0,0,2,2.0,замужем/живет раздельно/разведена,1,4,1,1,0,1,автомобиль,собственность,2,1,нет,1364,10,2,нет,автомобиль (новый),1
220,26.0,1,1,1.0,женат/овдовел,1,1,1,0,1,1,недвижимость,собственность,2,1,банк,625,12,4,поручитель,радио/телевидение,1
221,23.0,0,2,2.0,замужем/живет раздельно/разведена,1,4,1,1,-1,0,страхование жизни/сберегательный договор,аренда,2,1,банк,1200,12,4,нет,образование,1
222,30.0,1,2,2.0,никогда не состоял(а),1,2,1,0,0,1,недвижимость,собственность,2,2,банк,707,12,4,,радио/телевидение,1
223,32.0,1,2,2.0,никогда не состоял(а),2,4,1,1,0,0,недвижимость,собственность,1,2,нет,2978,24,4,нет,бизнес,1
224,30.0,1,2,2.0,никогда не состоял(а),1,2,1,1,0,1,автомобиль,собственность,2,1,нет,4657,15,3,нет,автомобиль (б/у),1
225,27.0,1,2,2.0,никогда не состоял(а),1,2,1,0,0,1,автомобиль,собственность,4,2,нет,2613,36,4,нет,ремонт,1
226,27.0,1,2,3.0,никогда не состоял(а),1,2,1,1,1,4,неизвестно/нет собственности,собственность,2,2,банк,10961,48,1,созаемщик,радио/телевидение,0
